MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",GRR,"Grand Rapids, MI",2057,22.0,2256,10.0,0.0,0.0,583.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",GSO,"Greensboro/High Point, NC",1315,-4.0,1401,-1.0,0.0,0.0,83.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",GSO,"Greensboro/High Point, NC",1824,-2.0,1912,-1.0,0.0,0.0,83.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",GSO,"Greensboro/High Point, NC",2234,-6.0,2331,-25.0,0.0,0.0,83.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",GSP,"Greer, SC",1449,-7.0,1529,-11.0,0.0,0.0,75.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",GSP,"Greer, SC",2247,-7.0,2340,-14.0,0.0,0.0,75.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IAD,"Washington, DC",1800,-4.0,1917,-3.0,0.0,0.0,322.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IAD,"Washington, DC",2225,14.0,2351,-1.0,0.0,0.0,322.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IAH,"Houston, TX",1116,-6.0,1310,-15.0,0.0,0.0,912.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",IAH,"Houston, TX",1504,-3.0,1657,-36.0,0.0,0.0,912.0,,,,,
